blockNum,index,txHash,gas,gasPrice,gasTipCap,gasFeeCap,blockAvgGasTip
14578529,218,0x332fbfadc446ea1a7b86b771fab4a33817f317ce1559131c3beb7edda9d97501,200000,120585238486,1000000000,120585238486,3486540213
14579509,247,0x2739880f0226623f18585b92644df71be1f3a078aa731a25f227099b4d241cd5,200000,123397858560,1472000000,123397858560,12978622697
14580492,513,0x6592380003eddd83bee3d1859a53bc50fd8078be96a8a66ef60ecef7f368b091,200000,64651763018,1000000000,64651763018,16724993926
14581459,186,0x70d0482da0dc5fd6062e0c16cfd07843a3e13712fb3b1c30a5e42386681e26b0,200000,65285080404,1000000000,65285080404,2662154416
14582405,518,0xa5b9dde843fa3d38151dd0ed64dbe59aadca750a2c97c50f203654b21086ccd6,200000,79046647736,1000000000,79046647736,7373631736
14583397,598,0xc0f251c926579dccf4b92295063154f1acc6c1eed5eab4a58f7424ff4c75116e,200000,48889132538,1000000000,48889132538,10835825980
14584382,612,0xab5406fbd509d35289f26ac5b199f1e942012f1d79e4e59b3ee9d36c7b873db8,200000,88548688320,1000000000,88548688320,11675761619
14585316,314,0xabb508f9cdf4e8569ee670ac3442c42f27177f959370c4b74e9823a288740fcd,200000,201796760640,1200000000,201796760640,8094578206
14586309,60,0xfeaa1104aec8abe39a189bafbb0afc0bdaf97fcdd33a9665c2f43ca3be9d9cdc,200000,63150583418,1097095598,63150583418,6496985370
14587264,287,0x0a8d4bdeb696086231401efb1cefb2f4c4b805fdba2ca4a361f5a96c7ee2f8d4,200000,46868186992,1167271695,46868186992,5776040290
14588216,698,0xec3d81540320a88c4bd119be3e13fb3bf1e695f8f00fb3030c949b16b1949f0f,200000,76764301350,1000000000,76764301350,9254479169
14589169,510,0xfc0d7c32934fabb4af9b5bb4a95eeaf662de7e89616dd461cb3566562eceed9d,200000,67016070554,1000000000,67016070554,9366883274
14590161,465,0xde834411cd3347ad2e775cbc3e49bdb0a81f4c8f8cd3a5c63d38a85e8cfbfea6,200000,91695010882,1000000000,91695010882,6607512704
14591138,276,0x8d7d4b48616820a6d9278a12ee9bfa5d3f9b407d3b4faf89765072db9c8d34eb,200000,95738183726,1000000000,95738183726,10166072265
14592139,450,0x4cef9249ca168fe6d430c0809e0a7ce6445c48e0039bc93ac55cc7a4f0d5bc37,200000,153298760440,1000000000,153298760440,13974387551
14593102,299,0x101bd4a73dfb956ad078d17a43d486716de202dd6782acba0cb3ebcc16a80b71,200000,69276682278,1000000000,69276682278,2404512244
14594076,220,0x59136fcb4482698966cda6306553230b54ada2e7375391c93820c5249ae245d0,200000,66375610840,1000000000,66375610840,3484036910
14595021,92,0x0d4cd8cbd6723c80896b3b979a2c0d02a745dc6b096bf32f9b3db77419435d7b,200000,43008976658,1229292070,43008976658,5945297513
14595979,245,0x652028de1dbf4db420b37d0a9a0507f8445b78be0f85d0e01e834d2fd4324fc9,200000,31763965062,1171325414,31763965062,6263915254
14596955,596,0x94573735567dfe02d8804c32138de00d1431f3ae820f7dc15fac88494e7d05d2,200000,66674302564,1000000000,66674302564,5720668340
14597977,134,0xea28bf60f0f10b64447ca641ab8ffc5860cb433f496f80ca498e1bfa2ba6df2c,200000,41620805364,1098212782,41620805364,3774724801
14598909,731,0xc266863c9fc5aecdae45315c43af31230e7d39c53905e68a80a50e89ddf23916,200000,54852831574,1000000000,54852831574,2572324766
14599936,327,0x11d5fcd9d4b63d506f8cfa8ff9aa71ebc93bc9cc07579dcef23f58ca4e27f495,200000,26281618134,1011847082,26281618134,7913923758
14600932,544,0x12e34f4b2faaa95c355dd5d74fd0c56f43a25cc43a1ba35f8ee996ecdcc37ade,200000,36998932366,1000000000,36998932366,10568272668
14601840,193,0x346f5750474d9a88b930cdae827d6b8ccc5be4d7cf1fafe97ff62410a58c414e,200000,37280270484,1000000000,37280270484,7369111799
14602843,701,0x4bb17796d43b8b29277af9ca634cfeb4527ba0fe5721e5f90bd0b996f08c9c76,200000,54975238612,1000000000,54975238612,10016898396
14603770,153,0xf2f3ebd7740428bee891ad737ecd02ebe90676175a7333c5c29c198f0eabad89,200000,66761204442,1000000000,66761204442,11534893568
14604747,485,0x748b29e341cacfaad0d2d1f568d71506471fc6d251ae01a4cf1d8a0577c89abe,200000,45325619478,1000000000,45325619478,7098112630
14605753,363,0xfe60362f02ab7582e504965739ec5e6406e60c5fd552c5b8d59e5ba0d6186045,200000,52899788326,1000000000,52899788326,3319182001
14606696,242,0x2b1b24a9e473e095423ab545e109557e86a89044d38a3973ba7183e934da640e,200000,38745293456,1000000000,38745293456,5900934887
14607036,389,0x381bd539449e2d40ddb6a34380e79a30b61d8c654b3ff218a9a19c82026b2850,200000,104117558794,1099925307,104117558794,7747961525
14608023,355,0x3363fefef946757123dce5149c398933c40173dc971d0fb64d7f8d691d2301d2,200000,34077299742,1000000000,34077299742,1545602226
14609000,494,0x476568002e7e3efaa8f316b34883fca5cad5bfb368103ec49adbd5236fcaadfe,200000,48242747820,1000000000,48242747820,9653445371
14609953,354,0xe3a10cc9be873dd4e71cc1a5451eae0fa630ee0905cab2dd74846cef1701cf61,200000,68798518150,1000000001,68798518150,14908266141
14610659,374,0x8cba6ed4b059fb423c6ef77e61fb8f0dff8e2ab3fb5d480881770c5ef8e42f95,200000,124398202014,1217000000,124398202014,11485735164
14611581,552,0xbd0b0400fdeacc5c0da70950ed0221ee4cbdc1f3c1456dbdb054d10cfb44e3fc,200000,52755955988,1000000000,52755955988,8772597467
14612553,295,0x53bb0d8ba493da02b8ef23cd7d9aecec715f6bf3159b6c9e99b2906fffef4cf2,200000,60873622674,1011354763,60873622674,8450299856
14613523,496,0xe90a31337893ba5dd2b42d2e3def68c6955dd7922e52295ecf36fc7952b57bd1,200000,89502950540,1000000000,89502950540,2690915101
14614458,537,0x79953d8bee39e5663a2afa3dd17f7cab49f44f4bd441e054ec6a648555d52ff0,200000,52100327428,1000000000,52100327428,6899766008
14615394,203,0x8559ed42cae6b4f5b1dae30958ca012d83c6f507a446b068fffe2a7bce68459b,200000,80407342576,1044914727,80407342576,7137332577
14615936,665,0x935a4ec99202f93d80575f020eee2f6ef33687e1daa92b8a629080e291a8729f,200000,120025427570,1000000000,120025427570,8578476880
14616997,168,0xa34a64e76bd667c5e3d942a39a5ee953d370e3788608157b8aac83b172b13e19,200000,71696867914,1000000000,71696867914,5042474416
14617970,324,0xf02e18d1c9c5ff1176e85bcf08b7b4f6117be2b410a51ee9aedd7950790b9d14,200000,115080618256,1000000000,115080618256,5796485557
14618912,146,0xa9fdbee6f1f60d2a17fbbb8153bd505254a4a515f33d97202efaf857887ce34f,200000,87710191644,1371478632,87710191644,6458025344
14619809,583,0xb864f75c499b1e569cca5bee09142b57aed1dd3eb12017714b62fa942bac3a3d,200000,77733808568,1000000000,77733808568,11164052005
14620773,343,0x491e6b201357af46c7bdb24d804a6e37f8faafc20947692d52f642dd83da2d04,200000,80801176018,1000000000,80801176018,29229760336
14621737,208,0x21cf5112f34398fd0e9ae8e6f813c6b3062745936f65f5d1d7b69717743211c0,200000,65656075612,1000000000,65656075612,7948426644
14622603,253,0xcbd7085e1b4c557961e8ff8108813e76de9ce20bbd508e8c45b52a7a31e37c4a,200000,192455134456,1000000000,192455134456,33095601239
14623575,480,0x06d0bb9866024e1f6610b45e5b4f0ec8effc8fd124f24df2494281c98192f1c2,200000,319286972220,1175063301,319286972220,28761689479
14624615,739,0x9196e3750ad0ae9689906953472acfa6ba2250689e3818bde403724082fe5566,200000,98809512202,1000000000,98809512202,11591222123
14625572,142,0xfc38104afc9e03d7d16cea44b8097eda3a6bc68b34d8601e61b3258d5e28ce8c,200000,75803240478,1000000000,75803240478,7049518400
14626492,157,0x5ea6b20abecd791e7559ca5ff99cc883207142dd389d9015bbda9f9f3616014b,200000,80288135708,1000000000,80288135708,15068907315
14627459,216,0x1ebffe5c00b5e1e6c61d1e6b7f09d7f8cfcee2d82b9b2f9d7d7dc12607f7514e,200000,86219939938,1000000000,86219939938,9176513210
14628393,354,0x74b2aff231e5c29ae8b878697010f0d0ab4258929c9a00e25038fe7c54a5f6fd,200000,77941353838,1000000000,77941353838,14474457257
14629229,47,0x0a1ae5a1c70830eb5c1e26967bb0509460f9781d09097e623c302f791b72a492,200000,130485560042,1135805871,130485560042,1519294781
14630219,473,0x421ec9c3bce7913aacd1cc803236bd5441e2e64fea104ad18e57f414e082a49e,200000,126951236840,1000000000,126951236840,13104917055
14630960,183,0x03f98dd282bdd89a2ffbb478720a4c6bc91eece7090c2fd4be4208995f2c37eb,200000,120131267094,1000000000,120131267094,7549832897
14631942,237,0xb1f723f6a4943afe88896515805ae110db03af2839815e465cd994197d3f3075,200000,74401582248,1000000000,74401582248,3116286784
14632901,453,0xf05bd929d71a36dcceaa626a8b8632697014a73b3181e3fd1da14aad14d7fae1,200000,60654551214,1003958628,60654551214,6823892441
14633865,211,0x8bbc0b33c42cd1179e47b99527403bf49b684706d70b7f3501fcc828938c6ecd,200000,64700263104,1000000000,64700263104,7908789355
14634834,69,0x4074e8274dc0e6f6b95f5242c16be08aebcc20f72fde6385e060dceb5650f767,200000,165573951562,2500000000,165573951562,37607624511
14635665,235,0x25c086ff75a6142109f463a3b6e5a00a9315095eb0ca9de6e262c47095f60cc3,200000,248638336856,1000000001,248638336856,10877847705
14636642,69,0x86032a67e18a5d1040137b35c1f57f50dc960e6954f9760af6c05eb588eb06f5,200000,102846878346,1026984981,102846878346,11775627701
14637606,437,0x5ff42d98326db5c82b8cbc8f70857dd523dd4548049df388a8c3aa828238b174,200000,95960437134,1000000000,95960437134,5422863519
14638604,216,0xc09ddf7d1aa869fc5ab6a0d16e7509cd5780a24f09039b20108c7c4049a22108,200000,51391734182,1000000000,51391734182,5331068411
14639546,454,0xd4e9e2babeae6f02972652a25a7caef90cf83d9234326fe285d9f1ab39c27c6c,200000,50692255878,1000000000,50692255878,5073046080
14640489,12,0x0272328ea351fcd777b3b92b72d7fcce54549a6e5796dc9e749792588da395d9,200000,58312995358,1000000000,58312995358,3300815664
14641474,100,0xbd7c86d5205a1b080b5ac64fa6fba0577d36ddcd099ae86cde69a6238409c962,200000,46209226298,1199763358,46209226298,5532287730
14642438,229,0x78dde56cdb871c3a4ac58d1c37a599898ab37b7ac52d951028676cf9e1cc0bc0,200000,48082942610,1000000000,48082942610,7032509466
14643442,41,0x556963fa4b150d9fc7145c24aecf83ecaf067796653a0d9335cfae3cfdc7080c,200000,38563578846,1011330246,38563578846,3832164111
14644396,424,0x12a9bdb6466f0edbaaedd3e53c799c1f97e40005f3bb31a6d3b6c621435d1779,200000,41079346996,1000000000,41079346996,8188730107
14645346,379,0x62706c57541f3013bbd3666439c57357f602bf12ea888cf9a2a319a726b5769e,200000,57875345646,1000000000,57875345646,11210751845
14646340,329,0x9684af52914e254bc398d3938ae013a039c480ca0f8c9978ccf5bcfa3a669f2c,200000,40476059420,1000000000,40476059420,6423066289
14647265,482,0x2611f2b592478cda8abf4912cf8cc50023c3b5ec9d330d32ea49315a461aeed3,200000,46961249690,1000000000,46961249690,16865285307
14648215,287,0xbf1587007f8e12bf6c8d3511915d0df731bccf4ec70fa6c6b06a50ce7273b323,200000,53761405698,1245000000,53761405698,6335364164
14649174,249,0x028779186017a5580fbeb456e37d1536676ce89fcefa8eec38310e401a082519,200000,85862565790,1000000000,85862565790,31669593502
14650163,156,0x8d87ebeafb52836b9291d87a10ac0393948e27d9f03325880b9b0a74cef64f07,200000,63863641376,1000000000,63863641376,4449725282
14650647,204,0xc70d67899afdd0a1ab45652dc9f83dd98ec5b9b28a64d09a2805f698dfa8f2ed,200000,72371609086,1000000000,72371609086,5259288973
14651599,543,0x5e9af1448b681bdbe849bc31a1022ca6372efb230bbf7caeb0f6d68c4f382af3,200000,91211074878,1125619092,91211074878,12601063593
14652372,523,0x11687a270e1738e6149689597a5281a0331c48352fc939f7849b3051b55c4fd4,200000,111412750910,1043000000,111412750910,2288526776
14653346,563,0xf17b5ff2acf1e9cd8aab5414235e349b280b741279942cfffb0fe9795355d2b4,200000,72678476016,1000000000,72678476016,2137478311
14654301,269,0xf3efe963d07b18a202f6d2f90999a938b7cdf255cffbd9289392662657f70f83,200000,165748167664,1207741364,165748167664,45240528372
14654835,273,0xce31afcf9d2198802e3c03c2d39ae4557c4665e3bca851dccf3e0327958fec86,200000,224203607842,1000000000,224203607842,24025497341
14655498,396,0x6dca1e145d8f1a4f439e676347377d240d3a3af3b36dfb618cbccdb7025b7513,200000,169665835778,1000000000,169665835778,11725890685
14656470,259,0xdb211543e61556ca9536821e2980876fa599231a669b6efc91393fe2753e7fb2,200000,104685286856,1000000000,104685286856,16603939632
14657439,646,0xa2180b2d46922df2728866561b715f310e740664c3ca1dbfdb88cf4babec80a9,200000,59715702178,1000000000,59715702178,10455734017
14658422,448,0xa6f5dadb8be3d928a961de1dc0ce77ef9f6a0f87ffeba39c060fa78a691044df,200000,69468585760,1000000000,69468585760,6808686278
14659354,261,0xb1bd103ae5548fb9eff0c8163b101d9d82a1546c1dd8e2c8b36e495036166030,200000,61507850120,1000000000,61507850120,1530241043
14660312,912,0x0ba0b063311bf4230b77b350fdd1a44204e21725a96a89bb4cadcb9a6885139d,200000,64835451664,1000000000,64835451664,11351847751
14660735,297,0x1500ef9856e1e0b4319209567b5633594940c4db52ae1bab3ba9f2717aef403e,200000,89520679204,1000000000,89520679204,3442210143
14661095,363,0xf174c4e1b4d5ff70c41e2e4292a7632f7e4325a05c430aa9830dc98be1286116,200000,120425761536,1000000000,120425761536,12290835979
14662024,345,0xb4fbc59633aaca9fa8cf458df6194909864a821228e812e3893a1f6fd424e536,200000,230514749770,1000000000,230514749770,23044744428
14663022,360,0x33c1f1b211f1bdc9ab00a1b237d1c9fc7526fa7b22e876c909ace746e61ea3f8,200000,126173940542,1000000000,126173940542,7501516971
14663994,499,0x6440df44756ee27045997d0497eb86f9a2da58ca8d1b5c94c9c431f945f4e8ac,200000,102551286264,1000000000,102551286264,17771846241
14664930,510,0x159eb6d37ebf5d9af310af16ae2f8cdb8990d531f804873a0cbb8f3f6236afcf,200000,66081876098,1000000000,66081876098,19051363305
14665898,209,0x98158d5fded0ba57c6b4b018dc22f01e803477ea89fec94aa19011792b90b938,200000,51035397486,1000000000,51035397486,3482250178
14666860,184,0xf6ec4fbc5cfc1cea8e4eea90877f352e8a8ecb61b8a68aaf7cd9e63d8d163519,200000,86978162490,1000000000,86978162490,9118561794
14666947,369,0x26788e8dc6b7ba0d817faf18fe02c3bedfbefe1f7d190da78ae80675ee08ac23,200000,114506267012,1000000000,114506267012,2531255158
14667974,496,0x29110ab81c51510f607b06936d88d6adc630b8d46f12f1e46fbbc58d92b8b872,200000,140065008486,1000000000,140065008486,3625464359
14668916,229,0x143aa5be8ec90e224c59ee094989fbd19599e39deb8b549d2601a6df0f98169a,200000,70328180532,1000000000,70328180532,3226703394
14669891,369,0x80863699e14650ebf982d7a0cde56b25f8c2fcaa5af80ba12d9dbff78e04a9b0,200000,79163761126,1000000000,79163761126,5206824232
14670844,358,0x7dd0cfec56ed8d3cfa308b5a9a98bbf81e055d2adf9ed0e130f351738e6ddac4,200000,92387501304,1000000000,92387501304,3785437928
14671827,227,0x558c25ff3baf87d729c64ca6d473d489bfec89a60769757f2670bb0d0b3f38d4,200000,46671816118,1000000000,46671816118,4571539397
14672764,299,0xc6b9c2fed70207df96ecb746f4cb69070c6c27f3177540402ca254460ac798cf,200000,70710185234,1000000000,70710185234,11041056457
14673238,100,0x7ff98c2ddc67b95defa253111000233e116fe797084e08472815bb2484eefcaa,200000,115965624764,1000000000,115965624764,87303508976
14673558,432,0xc22483422f02c07d87161fb82f3517e57b60122d211ac3f0524e5dc178700df9,200000,190344865724,1000000001,190344865724,5127416613
14674528,262,0xc45e0f53ce9f1cc7a71d4f30a0368331499e619cdf9b73be1fb9d34bfa3c3168,200000,89510979104,1015200000,89510979104,5364577784
14675480,89,0x139ffcf3a1a6df3da12a0deaeaaa363b3e7af5b3ef2b4b1f54dac72203a742c0,200000,76519571468,1000000000,76519571468,16028230646
14676470,49,0x4e9a6031a2626d81ed12025e1b808337eb873d64ecf2dd12537c921d1b7dbb93,200000,264002227114,1000000001,264002227114,8455879966
14677441,205,0x73a2c50ba2672eef7162de4b571819c25b5c19aff4c27947d8b3b3ccbf24bb52,200000,83966045030,1000000000,83966045030,11845664928
14678375,293,0x4685d72f9f8af0184bd4dcedc36151b23aa98b2e80932baa6832accf8b1fb76b,200000,77528386294,1000000000,77528386294,8858920194
14679324,442,0x9c8e48c1e8ee8f5675bbc28bf16bd7da73cfb641f7548d84f165a23b1a0e96fb,200000,97904625516,1000000000,97904625516,10529475198
14680317,203,0x556ee175d62c786718f4f11fc6a8ffebd13c7e30862fcd6b154757d6c808cd08,200000,148252181732,1000000000,148252181732,46452349905
14681108,90,0x31a859596211b218811c60d06e545e8fba24948a24dc8cff3b05836882609cb8,200000,120852506448,1000000000,120852506448,5764037453
14682063,135,0x67cd02a3ac3a5f5b4b822b90800029b31a1131d337415e54885ac3c3e9cda329,200000,119152190804,1000000000,119152190804,5766791990
14683032,318,0x0ed663acd4f0f3eca07b1f59e79311b4a231b0395203fbd2275b8673a4482bf3,200000,98655112100,1000000000,98655112100,6333351020
14684015,478,0x3ea8b1aeb0b26c2e86701ebb52dd98d3489cd3eececc1ac0ca3f1206111027d2,200000,70461562010,1000000000,70461562010,10028720205
14684962,242,0xcfb8afafa5f91601026988489de8180887493ceb4d1d2a434beb8c2ffa6c5582,200000,50740588196,1000000000,50740588196,12148668443
14685909,531,0xd75b2cb1ae8ccfb99c15543d312aeaa931147bd25124e63ba6865ff71e71a6a6,200000,144200826902,1000000000,144200826902,25918200198
14686843,50,0x7f2a8ee836fc676c11291d5e3d73a2c2ac0330e1439a62e15ee5b89c4f37efe6,200000,128441313562,1000000000,128441313562,1284925701
14687860,252,0x2fae2068f9d11f2e17ec164e959e290b208d4f21c2c7fb90c8587aaaf93fe950,200000,92276292636,1018528491,92276292636,5728398309
14688422,370,0xd14a9c43973c479bf668effeae0682480c2230f221cd0b638a846a344580f32f,200000,349220294572,1000000001,349220294572,63717314506
14689625,116,0xf7eaea2beb9871eb3011283b6e2e895d8ca750b6c7dacb0927b36ed870ceaeed,200000,3856373238902,2500000000,3856373238902,579659948414
14690649,63,0xa6a2bd1387f96c6a7789f779e51800997fbaccb991ca495961e5deb5044a77ef,200000,184406667684,1000000000,184406667684,67303367693
14691589,150,0xe9759281e74b02dd25b6de7c03df0f01c9f124903dc802e503ae36c5250286a2,200000,71659101308,1500000000,71659101308,9446583427
14692558,343,0x8222a3a01a574f2733b4fe37104bfe3feb2a79ec2c406c9017db6c8453e95e07,200000,105424858416,1000000000,105424858416,7639011883
14692982,442,0x4a4231f3816c26f39f200ceee069d13e5f3d4469930172c897925a72f009bca8,200000,136743952308,1100001001,136743952308,8807954139
14693717,125,0x11f27e49046fb965f785a7ffc647f17a84819b46471c5e9a06e4586195aee365,200000,126102146918,1000000000,126102146918,2673652057
14694559,793,0xdaa7f637ecbca27df23cacf965297f1c12bfc5bf83623d4b2cd4a1831a9adc2f,200000,105111568728,1000000000,105111568728,17652537854
14695548,115,0x5b1ef2cac61ba779d24fb78887d000661ef3adb2863811028df73b816c86ad8c,200000,93904233226,1015200000,93904233226,18923155502
